PLAYER,NATION,POS,SQUAD,COMP,AGE,BORN,NINETIES_PLAYED,TOUCHES,TOUCHES_DEF_PEN,TOUCHES_DEF_3RD,TOUCHES_MID_3RD,TOUCHES_ATT_3RD,TOUCHES_ATT_PEN,LIVE_TOUCHES,TAKE_ONS_ATT,TAKE_ONS_SUCC,TAKE_ONS_SUCC_PCT,TAKE_ONS_TKLD,TAKE_ONS_TKLD_PCT,CARRIES,TOT_DIST,PRG_DIST,PRG_CARRIES,CARRIES_FINAL_THIRD,CARRIES_PEN_AREA,MISCONTROL,DISSPOSSESSED,PASSES_RECEIVED,PRG_PASSES_RECEIVED
Gianluca Lapadula,PER,"FW,MF",Cagliari,Serie A,34,1990,3.4,96,1,6,32,58,22,96,2,2,100.0,0,0.0,43,229,112,7,2,5,6,1,71,16
Cyle Larin,CAN,FW,Mallorca,La Liga,29,1995,19.6,561,20,55,266,247,72,560,30,8,26.7,20,66.7,316,1633,550,20,18,9,72,58,429,95
Gautier Larsonneur,FRA,GK,Saint-Étienne,Ligue 1,27,1997,34.0,1303,1082,1292,12,0,0,1303,0,0,,0,,712,3299,2029,0,0,0,0,0,608,0
Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Hugo Larsson,SWE,MF,Eint Frankfurt,Bundesliga,20,2004,26.6,1478,79,425,797,265,26,1478,19,12,63.2,7,36.8,803,3137,1382,16,20,4,23,11,1006,33
Juanmi Latasa,ESP,FW,Valladolid,La Liga,23,2001,15.5,390,16,28,202,163,74,390,15,8,53.3,6,40.0,153,469,126,3,3,0,31,18,291,40
Toni Lato,ESP,DF,Mallorca,La Liga,26,1997,6.9,396,30,121,159,119,3,396,4,0,0.0,4,100.0,155,757,434,15,9,1,6,2,188,35
Roméo Lavia,BEL,MF,Chelsea,Premier League,20,2004,8.9,493,17,109,319,71,1,493,16,10,62.5,6,37.5,295,1373,567,3,9,0,3,7,359,7
Valentino Lazaro,AUT,"DF,FW",Torino,Serie A,28,1996,25.6,1368,53,237,616,528,27,1368,37,14,37.8,20,54.1,726,3080,1385,35,36,7,33,12,868,131
Darko Lazović,SRB,"DF,MF",Hellas Verona,Serie A,33,1990,16.2,659,47,146,250,269,29,658,22,7,31.8,13,59.1,318,1673,776,22,14,7,13,10,385,88
Manuel Lazzari,ITA,DF,Lazio,Serie A,30,1993,15.6,896,24,179,409,319,17,896,24,15,62.5,6,25.0,518,3619,2123,72,61,6,27,7,577,96
Julien Le Cardinal,FRA,DF,Brest,Ligue 1,26,1997,15.3,994,136,528,436,38,13,994,6,4,66.7,1,16.7,539,3152,1702,7,6,0,3,6,658,1
Jérémy Le Douaron,FRA,FW,Brest,Ligue 1,26,1998,1.1,23,0,0,9,14,3,23,1,0,0.0,1,100.0,13,64,27,1,0,1,1,1,19,7
Enzo Le Fée,FRA,MF,Roma,Serie A,24,2000,3.5,297,6,46,189,66,6,297,8,4,50.0,2,25.0,204,1198,684,15,12,1,4,4,221,3
Robin Le Normand,ESP,DF,Atlético Madrid,La Liga,27,1996,23.9,1523,193,805,677,44,19,1523,4,2,50.0,2,50.0,1001,4140,2052,11,7,0,14,6,1100,6
Nicola Leali,ITA,GK,Genoa,Serie A,31,1993,29.0,999,879,985,14,0,0,999,0,0,,0,,523,2571,1480,0,0,0,0,0,434,0
Rafael Leão,POR,FW,Milan,Serie A,25,1999,25.8,1135,7,71,455,636,152,1135,129,59,45.7,59,45.7,780,5745,3058,123,71,67,53,36,940,262
Benjamin Lecomte,FRA,GK,Montpellier,Ligue 1,33,1991,30.0,1090,856,1074,17,0,0,1090,0,0,,0,,595,3708,2382,0,0,0,1,0,534,0
Pierre Lees-Melou,FRA,MF,Brest,Ligue 1,31,1993,17.0,1228,53,330,722,190,22,1228,21,12,57.1,7,33.3,697,3638,1586,23,19,5,25,8,855,36
Jordan Lefort,FRA,DF,Angers,Ligue 1,30,1993,34.0,2144,335,1304,765,87,19,2144,17,8,47.1,7,41.2,1196,6463,4191,6,6,0,16,2,1420,13
Diogo Leite,POR,DF,Union Berlin,Bundesliga,25,1999,28.3,1803,205,792,842,183,36,1803,15,10,66.7,4,26.7,853,3583,1896,20,18,0,18,7,959,16
Maxim Leitsch,GER,DF,Mainz 05,Bundesliga,26,1998,7.5,473,63,214,224,35,13,473,1,0,0.0,0,0.0,173,759,329,4,5,0,8,3,240,5
Florian Lejeune,FRA,DF,Rayo Vallecano,La Liga,33,1991,36.9,2486,298,1336,1051,111,38,2486,6,4,66.7,1,16.7,1469,6852,4056,21,13,1,17,4,1612,5
Stefan Lekovic,SRB,DF,Monza,Serie A,20,2004,4.1,225,16,108,101,17,2,225,3,2,66.7,1,33.3,128,502,237,4,0,0,3,0,156,2
Iñigo Lekue,ESP,DF,Athletic Club,La Liga,31,1993,8.6,521,32,157,258,108,4,521,14,6,42.9,8,57.1,245,1062,515,13,6,1,5,5,268,21
Nunzio Lella,ITA,MF,Venezia,Serie A,24,2000,0.1,1,0,0,1,0,0,1,0,0,,0,,2,2,0,0,0,0,0,0,3,0
Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,28,1995,0.9,78,0,8,33,37,1,78,3,0,0.0,2,66.7,55,207,54,1,4,0,1,1,62,4
Félix Lemaréchal,FRA,"MF,FW",Strasbourg,Ligue 1,20,2003,19.8,935,25,175,449,322,56,935,48,24,50.0,22,45.8,466,2489,1217,35,22,8,53,22,627,90
Mario Lemina,GAB,"MF,DF",Wolves,Premier League,30,1993,15.2,809,92,324,378,119,18,809,16,10,62.5,4,25.0,382,2068,1038,8,12,2,21,11,482,21
Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Clément Lenglet,FRA,DF,Atlético Madrid,La Liga,29,1995,21.9,1583,229,834,695,58,17,1583,3,3,100.0,0,0.0,1065,5692,3593,16,16,0,8,3,1162,1
Bernd Leno,GER,GK,Fulham,Premier League,32,1992,38.0,1479,1190,1466,13,0,0,1479,0,0,,0,,955,3956,2233,0,0,0,0,0,862,0
Donovan Léon,GUF,GK,Auxerre,Ligue 1,31,1992,32.0,1231,1033,1225,5,1,0,1231,2,2,100.0,0,0.0,708,3787,2184,0,0,0,0,0,521,0
Giovanni Leoni,ITA,DF,Parma,Serie A,17,2006,13.3,774,92,412,338,27,5,774,3,3,100.0,0,0.0,449,1838,802,0,2,0,6,2,492,5
Esteban Lepaul,FRA,FW,Angers,Ligue 1,24,2000,18.1,504,14,50,264,197,60,504,21,6,28.6,13,61.9,246,1412,621,26,15,10,34,13,348,68
Johann Lepenant,FRA,MF,Nantes,Ligue 1,21,2002,22.8,992,32,171,533,294,36,992,36,18,50.0,16,44.4,502,2255,991,25,25,3,46,21,596,62
Jefferson Lerma,COL,"MF,DF",Crystal Palace,Premier League,29,1994,25.3,1403,123,469,701,243,29,1403,12,6,50.0,4,33.3,646,2441,1074,12,10,0,15,18,801,26
Louis Leroux,FRA,"MF,DF",Nantes,Ligue 1,18,2006,9.1,411,19,101,224,98,14,411,20,8,40.0,11,55.0,214,1066,490,11,14,3,12,6,224,14
Robert Lewandowski,POL,FW,Barcelona,La Liga,35,1988,29.6,841,32,59,314,475,179,837,35,20,57.1,13,37.1,472,1785,589,27,11,16,75,45,667,164
Jamie Leweling,GER,"MF,FW",Stuttgart,Bundesliga,23,2001,18.5,801,18,97,306,418,67,801,82,41,50.0,33,40.2,540,4272,1883,55,40,17,42,38,598,164
Rico Lewis,ENG,"DF,MF",Manchester City,Premier League,19,2004,21.0,1477,53,289,727,477,46,1477,21,9,42.9,11,52.4,865,4215,2155,39,41,8,20,19,1061,78
Keane Lewis-Potter,ENG,"DF,FW",Brentford,Premier League,23,2001,34.4,1613,102,504,625,505,74,1613,101,41,40.6,50,49.5,867,6085,3211,98,69,35,51,20,965,156
Myles Lewis-Skelly,ENG,DF,Arsenal,Premier League,17,2006,15.2,905,28,178,476,265,17,905,28,12,42.9,9,32.1,526,2692,1663,37,26,7,13,9,616,37
Ben Lhassine Kone,CIV,MF,Como,Serie A,24,2000,0.6,35,2,8,22,6,0,35,1,1,100.0,0,0.0,25,115,17,0,0,0,5,5,23,1
Mattia Liberali,ITA,MF,Milan,Serie A,17,2007,0.7,38,0,1,21,16,2,38,1,0,0.0,0,0.0,30,121,71,1,0,0,1,2,30,4
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,28,1996,30.8,2520,237,1182,1223,124,19,2520,10,4,40.0,5,50.0,1444,8922,4885,44,19,1,10,2,1712,9
Matthijs de Ligt,NED,DF,Manchester Utd,Premier League,24,1999,23.6,1608,184,828,731,56,29,1608,4,2,50.0,2,50.0,1078,4744,2225,7,3,0,5,3,1158,6
Pedro Lima,BRA,DF,Wolves,Premier League,18,2006,0.8,48,0,9,12,28,3,48,3,1,33.3,2,66.7,22,120,83,4,3,1,1,0,30,11
Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,30,1994,7.8,452,60,243,187,24,3,452,0,0,,0,,263,1171,553,5,4,0,1,1,313,4
Jesper Lindstrøm,DEN,FW,Everton,Premier League,24,2000,13.8,625,22,127,206,303,40,625,43,8,18.6,31,72.1,302,1627,780,30,19,7,31,24,347,81
Karol Linetty,POL,MF,Torino,Serie A,29,1995,17.1,732,48,188,429,127,13,732,21,7,33.3,12,57.1,397,1999,872,18,21,2,17,9,450,19
Samuel Lino,BRA,"MF,DF",Atlético Madrid,La Liga,24,1999,17.2,1038,21,203,420,429,75,1038,56,27,48.2,26,46.4,678,4000,2274,72,49,25,31,18,772,179
Pol Lirola,ESP,DF,Marseille,Ligue 1,26,1997,7.6,460,18,118,214,131,14,460,3,1,33.3,2,66.7,248,1070,518,12,7,4,6,4,305,40
Dailon Livramento,CPV,"FW,MF",Hellas Verona,Serie A,23,2001,10.4,307,11,29,109,177,39,307,25,6,24.0,17,68.0,161,1052,524,23,11,9,30,12,202,67
Valentino Livramento,ENG,DF,Newcastle Utd,Premier League,21,2002,31.6,1964,119,619,894,482,41,1964,56,25,44.6,23,41.1,1023,6333,3316,83,42,13,32,39,1144,119
Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Marin Ljubicic,CRO,"FW,MF",Union Berlin,Bundesliga,22,2002,3.1,90,6,15,36,39,11,90,3,1,33.3,1,33.3,52,202,71,1,0,0,6,1,59,19
Javier Llabrés,ESP,FW,Mallorca,La Liga,21,2002,0.6,29,2,6,9,14,0,29,0,0,,0,,17,160,69,3,2,0,1,2,19,8
Diego Llorente,ESP,DF,Betis,La Liga,30,1993,28.0,1915,235,1048,825,48,22,1915,9,6,66.7,2,22.2,1127,5465,3118,7,8,1,11,4,1243,3
Marcos Llorente,ESP,"DF,MF",Atlético Madrid,La Liga,29,1995,27.9,1808,78,546,791,487,58,1808,30,14,46.7,13,43.3,1116,5470,3070,82,51,15,29,9,1217,151
Gautier Lloris,FRA,DF,Le Havre,Ligue 1,29,1995,30.8,1885,267,1018,818,58,21,1885,7,4,57.1,3,42.9,1028,4501,2369,13,10,0,13,3,1240,7
Giovani Lo Celso,ARG,"MF,FW",Betis,La Liga,28,1996,16.2,1167,7,114,558,506,53,1164,55,21,38.2,27,49.1,702,3247,1450,26,31,9,38,31,832,66
Stanislav Lobotka,SVK,MF,Napoli,Serie A,29,1994,29.3,1967,105,546,1144,294,9,1967,11,8,72.7,3,27.3,1123,5350,2074,30,24,2,13,12,1459,32
Manuel Locatelli,ITA,MF,Juventus,Serie A,26,1998,31.4,2752,155,711,1654,408,18,2751,22,8,36.4,13,59.1,1559,6973,3661,33,40,1,25,8,2032,33
Bradley Locko,FRA,DF,Brest,Ligue 1,22,2002,1.1,56,5,20,27,9,1,56,1,1,100.0,0,0.0,27,164,59,1,0,0,3,1,30,2
Ruben Loftus-Cheek,ENG,MF,Milan,Serie A,28,1996,11.5,593,21,110,346,146,25,593,23,11,47.8,8,34.8,362,2159,1205,27,20,9,20,7,464,32
Elysée Logbo,FRA,FW,Le Havre,Ligue 1,20,2004,0.3,6,0,1,3,2,2,6,0,0,,0,,5,41,7,0,1,0,0,3,4,2
Enzo Loiodice,FRA,MF,Las Palmas,La Liga,23,2000,7.6,532,13,98,359,77,4,532,13,4,30.8,8,61.5,279,958,432,3,6,1,11,12,380,3
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,26,1997,8.9,434,24,123,193,121,21,434,7,2,28.6,4,57.1,248,1176,429,4,10,2,9,7,308,22
Ademola Lookman,NGA,"MF,FW",Atalanta,Serie A,26,1997,25.0,1274,1,68,400,824,199,1273,104,37,35.6,64,61.5,827,5454,3170,142,70,81,72,51,974,316
Anthony Lopes,POR,GK,Nantes,Ligue 1,33,1990,17.4,597,489,591,6,0,0,597,0,0,,0,,320,1763,1169,0,0,0,1,0,276,0
David López,ESP,DF,Mallorca,La Liga,21,2003,1.9,71,13,38,30,3,0,71,0,0,,0,,38,173,86,0,1,0,1,0,41,0
David López,ESP,DF,Girona,La Liga,34,1989,27.0,2263,259,1059,1133,76,17,2263,9,6,66.7,2,22.2,1405,8124,4714,17,20,0,11,7,1698,7
Diego López,ESP,"MF,FW",Valencia,La Liga,22,2002,30.4,1257,11,132,510,634,100,1257,77,23,29.9,51,66.2,715,4212,2026,76,51,24,71,27,881,219
Fer López,,"FW,MF",Celta Vigo,La Liga,,,7.5,365,6,37,162,174,32,365,34,18,52.9,13,38.2,264,1696,867,27,20,7,33,20,298,58
Fermin López,ESP,"MF,FW",Barcelona,La Liga,21,2003,13.9,858,5,58,366,441,59,858,55,25,45.5,26,47.3,490,2516,1137,31,22,12,36,16,649,108
Javi López,ESP,DF,Real Sociedad,La Liga,22,2002,21.5,1247,56,379,567,316,12,1247,39,18,46.2,18,46.2,571,3142,1360,36,29,4,24,22,674,64
Pau López,ESP,GK,Girona,La Liga,29,1994,0.5,26,20,26,0,0,0,26,0,0,,0,,17,62,31,0,0,0,0,0,13,0
Roberto López,ESP,MF,Leganés,La Liga,24,2000,4.4,242,5,42,130,72,2,242,4,2,50.0,2,50.0,122,541,243,3,3,0,6,5,141,11
Unai López,ESP,MF,Rayo Vallecano,La Liga,28,1995,19.0,1410,41,327,813,281,20,1410,23,15,65.2,4,17.4,828,3437,1458,22,23,3,24,19,1036,40
Iker Losada,ESP,"FW,MF",Celta Vigo,La Liga,22,2001,4.0,162,4,21,78,66,15,162,5,2,40.0,3,60.0,87,492,280,9,5,4,9,3,123,23
Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Iker Losada,ESP,"MF,FW",Betis,La Liga,22,2001,3.7,180,1,30,73,80,6,180,6,2,33.3,4,66.7,101,569,294,9,6,1,6,5,130,16
Anthony Losilla,FRA,MF,Bochum,Bundesliga,38,1986,12.6,547,37,149,313,89,2,547,5,1,20.0,4,80.0,223,810,326,3,3,1,10,7,284,11
Jordan Lotomba,SUI,"MF,DF",Nice,Ligue 1,25,1998,0.4,24,2,3,15,6,0,24,3,1,33.3,2,66.7,19,144,110,4,0,0,0,1,17,2
Tom Louchet,FRA,"DF,MF",Nice,Ligue 1,21,2003,8.6,579,24,168,243,174,23,579,13,4,30.8,8,61.5,246,1230,657,19,9,3,12,7,317,37
Sandi Lovrić,SVN,MF,Udinese,Serie A,26,1998,25.6,1258,39,237,640,406,38,1258,48,21,43.8,25,52.1,670,4278,1969,60,45,7,53,28,786,71
Pol Lozano,ESP,MF,Espanyol,La Liga,24,1999,21.6,1026,61,288,594,157,1,1026,19,5,26.3,12,63.2,506,2691,1302,18,12,0,18,15,596,12
Lorenzo Lucca,ITA,FW,Udinese,Serie A,23,2000,26.1,641,27,57,335,259,109,640,25,12,48.0,11,44.0,350,1530,483,15,18,9,73,29,478,98
Jhon Lucumí,COL,DF,Bologna,Serie A,26,1998,29.0,2294,195,886,1330,97,22,2294,14,10,71.4,2,14.3,1464,7785,4142,34,23,0,13,4,1557,7
Yannik Lührs,GER,DF,Dortmund,Bundesliga,20,2003,1.4,176,11,89,84,4,0,176,0,0,,0,,131,536,147,2,0,0,0,1,140,1
José Luis Gayà,ESP,DF,Valencia,La Liga,29,1995,20.0,1202,51,346,500,362,18,1202,20,7,35.0,11,55.0,555,2520,1236,29,27,4,16,4,678,156
José Luis Palomino,ARG,DF,Cagliari,Serie A,34,1990,12.0,707,101,417,265,31,5,707,1,0,0.0,1,100.0,384,1724,735,4,4,0,3,1,422,1
Douglas Luiz,BRA,MF,Juventus,Serie A,26,1998,5.9,487,14,95,261,135,8,487,14,11,78.6,3,21.4,276,1686,916,16,10,0,8,7,347,12
Romelu Lukaku,BEL,FW,Napoli,Serie A,31,1993,31.6,725,18,34,306,388,143,721,26,6,23.1,18,69.2,380,1608,677,31,13,23,55,53,589,219
Castello Lukeba,FRA,DF,RB Leipzig,Bundesliga,21,2002,17.5,1445,125,557,772,132,14,1445,32,20,62.5,8,25.0,806,3545,1925,18,21,2,20,11,993,23
Dodi Lukebakio,BEL,FW,Sevilla,La Liga,26,1997,34.4,1494,11,147,552,818,145,1493,167,84,50.3,75,44.9,889,6488,3565,131,83,65,117,57,1110,247
Saša Lukić,SRB,MF,Fulham,Premier League,27,1996,26.0,1493,57,332,843,331,21,1493,17,8,47.1,5,29.4,825,4427,2190,39,40,4,23,8,963,33
Milos Lukovic,SRB,"FW,MF",Strasbourg,Ligue 1,18,2005,0.1,4,0,0,2,2,0,4,0,0,,0,,3,2,0,0,0,0,1,0,3,0
Joe Lumley,ENG,GK,Southampton,Premier League,29,1995,3.0,164,116,161,3,0,0,164,0,0,,0,,103,476,296,0,0,0,0,0,108,0
Daniel Luna,COL,MF,Mallorca,La Liga,21,2003,0.2,17,0,0,5,12,1,17,3,1,33.3,1,33.3,11,36,15,1,0,1,0,0,11,2
Andriy Lunin,UKR,GK,Real Madrid,La Liga,25,1999,7.0,209,178,208,1,0,0,209,0,0,,0,,116,399,212,0,0,0,0,0,109,0
Massimo Luongo,AUS,MF,Ipswich Town,Premier League,31,1992,2.2,87,9,34,33,20,2,87,0,0,,0,,46,184,27,0,0,0,2,3,50,1
Sebastiano Luperto,ITA,DF,Cagliari,Serie A,27,1996,36.0,1913,251,1065,777,81,29,1913,6,1,16.7,4,66.7,1060,4923,2539,22,15,2,12,3,1190,11
Zito Luvumbo,ANG,"FW,MF",Cagliari,Serie A,22,2002,17.8,477,4,44,166,277,67,477,63,25,39.7,25,39.7,347,2694,1426,70,21,35,67,29,367,125
Charalambos Lykogiannis,GRE,DF,Bologna,Serie A,30,1993,11.6,810,32,216,362,237,11,810,8,4,50.0,2,25.0,368,1410,611,10,8,1,7,3,471,36
Senne Lynen,BEL,MF,Werder Bremen,Bundesliga,25,1999,30.4,1717,122,526,974,229,13,1717,28,12,42.9,13,46.4,849,3002,1129,9,14,3,35,15,959,28
Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Mathias Løvik,NOR,"DF,FW",Parma,Serie A,20,2003,1.0,70,5,19,33,19,2,70,4,2,50.0,2,50.0,42,168,56,0,1,0,6,1,45,6
Othmane Maamma,MAR,"FW,MF",Montpellier,Ligue 1,18,2005,4.0,149,3,17,57,78,13,149,30,7,23.3,23,76.7,95,784,273,8,11,3,17,10,110,24
Ian Maatsen,NED,DF,Aston Villa,Premier League,22,2002,12.7,917,56,247,334,348,47,917,29,13,44.8,16,55.2,505,2636,1184,31,17,13,22,25,564,104
Alexis Mac Allister,ARG,MF,Liverpool,Premier League,25,1998,28.9,1860,56,284,960,637,60,1860,42,16,38.1,21,50.0,914,3773,2009,36,43,5,31,22,1227,80
Deiver Machado,COL,"DF,MF",Lens,Ligue 1,30,1993,20.1,1123,50,282,496,358,33,1123,47,23,48.9,21,44.7,605,3284,1658,42,24,7,33,20,661,80
Lanroy Machine,FRA,FW,Angers,Ligue 1,18,2005,0.1,7,0,1,3,4,1,7,0,0,,0,,4,23,19,0,0,0,0,0,3,1
Shuto Machino,JPN,"FW,MF",Holstein Kiel,Bundesliga,24,1999,21.7,899,33,139,389,377,63,897,18,10,55.6,6,33.3,449,1976,945,30,17,13,44,20,581,108
Darwin Machís,VEN,"MF,FW",Valladolid,La Liga,31,1993,7.1,334,10,57,143,137,6,334,20,5,25.0,12,60.0,173,1196,588,17,15,1,5,4,219,43
Yvann Macon,FRA,DF,Saint-Étienne,Ligue 1,25,1998,8.8,493,23,106,213,179,16,493,19,9,47.4,9,47.4,256,1569,946,25,20,6,11,4,307,40
James Maddison,ENG,MF,Tottenham,Premier League,27,1996,20.1,1464,26,210,691,576,77,1464,77,33,42.9,34,44.2,1026,5128,2279,45,39,20,23,25,1125,95
Eros Maddy,NED,DF,Auxerre,Ligue 1,23,2001,0.2,8,0,0,3,5,0,8,1,0,0.0,1,100.0,7,36,21,1,1,0,1,1,7,4
Noni Madueke,ENG,FW,Chelsea,Premier League,22,2002,22.6,980,22,101,301,595,184,980,102,45,44.1,46,45.1,641,5413,3485,154,50,93,52,25,756,226
Pablo Maffeo,ESP,DF,Mallorca,La Liga,27,1997,26.3,1389,96,442,558,416,20,1389,85,40,47.1,34,40.0,671,3711,1777,46,44,7,46,32,701,122
Gabriel Magalhães,BRA,DF,Arsenal,Premier League,26,1997,26.3,1873,189,672,985,225,40,1873,5,4,80.0,1,20.0,1116,4470,2669,10,22,0,9,2,1366,11
Soungoutou Magassa,FRA,MF,Monaco,Ligue 1,20,2003,11.4,781,29,164,519,107,8,781,23,15,65.2,6,26.1,386,1720,749,6,9,1,12,13,500,11
Edmond-Paris Maghoma,ENG,"MF,FW",Brentford,Premier League,23,2001,1.3,101,2,18,58,27,4,101,4,3,75.0,1,25.0,68,414,221,4,3,1,2,0,75,4
Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,28,1995,11.8,540,82,276,240,30,14,540,4,1,25.0,3,75.0,251,1052,516,4,6,0,4,1,274,7
Hugo Magnetti,FRA,MF,Brest,Ligue 1,26,1998,25.8,1315,44,321,771,233,13,1315,24,9,37.5,15,62.5,694,3326,1546,21,15,5,23,23,869,20
Frank Magri,CMR,"FW,MF",Toulouse,Ligue 1,24,1999,16.8,420,10,32,213,178,70,420,18,4,22.2,12,66.7,244,1196,461,17,8,7,43,31,316,80
Harry Maguire,ENG,DF,Manchester Utd,Premier League,31,1993,19.5,1328,147,652,616,76,44,1328,5,2,40.0,3,60.0,782,4821,2056,7,9,3,10,2,856,7
Jon Magunazelaia,ESP,MF,Real Sociedad,La Liga,23,2001,0.1,16,0,5,9,4,0,16,0,0,,0,,9,28,9,0,0,0,0,0,9,0
Arne Maier,GER,MF,Augsburg,Bundesliga,25,1999,10.4,699,16,103,327,275,21,699,16,7,43.8,9,56.3,390,1740,823,19,18,5,21,9,451,56
Mike Maignan,FRA,GK,Milan,Serie A,29,1995,36.6,1635,1059,1606,30,0,0,1635,1,1,100.0,0,0.0,1026,5265,3456,0,0,0,1,0,959,0
Patrick Mainka,GER,DF,Heidenheim,Bundesliga,29,1994,34.0,2136,286,1205,825,123,43,2136,11,6,54.5,3,27.3,1171,6249,3395,21,21,1,16,8,1257,12
Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,19,2005,18.3,1061,25,197,587,287,36,1061,50,23,46.0,25,50.0,652,2850,1222,22,17,10,36,36,760,47
Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Ainsley Maitland-Niles,ENG,DF,Lyon,Ligue 1,26,1997,22.1,1509,67,433,666,419,68,1509,40,17,42.5,21,52.5,750,3064,1530,33,22,10,28,20,916,110
Radosław Majecki,POL,GK,Monaco,Ligue 1,24,1999,15.0,434,363,425,9,0,0,434,0,0,,0,,233,1219,725,0,0,0,0,0,181,0
Lovro Majer,CRO,MF,Wolfsburg,Bundesliga,26,1998,3.4,175,4,25,72,80,10,174,10,5,50.0,3,30.0,111,603,266,8,4,2,5,7,122,10
Hamidou Makalou,MLI,"FW,MF",Brest,Ligue 1,18,2006,0.4,23,1,4,14,5,0,23,1,1,100.0,0,0.0,16,109,52,1,0,0,1,2,19,0
Jordy Makengo,FRA,DF,Freiburg,Bundesliga,22,2001,8.3,393,23,127,161,109,3,393,12,4,33.3,7,58.3,203,1130,382,9,7,1,11,5,228,35
Antoine Makoumbou,CGO,MF,Cagliari,Serie A,26,1998,23.9,1367,59,452,714,210,4,1367,19,10,52.6,8,42.1,818,3733,1324,11,18,0,17,24,957,14
Nikola Maksimović,SRB,DF,Montpellier,Ligue 1,32,1991,6.5,378,57,244,125,10,4,378,2,2,100.0,0,0.0,214,916,474,1,0,0,6,1,252,0
Tyrell Malacia,NED,DF,Manchester Utd,Premier League,24,1999,1.1,62,2,20,27,15,0,62,1,1,100.0,0,0.0,37,190,118,3,2,0,1,2,43,6
Jarzinho Malanga,GER,DF,Stuttgart,Bundesliga,18,2006,0.0,3,0,0,0,3,0,3,0,0,,0,,1,0,0,0,0,0,1,0,3,2
Julián Malatini,ARG,DF,Werder Bremen,Bundesliga,23,2001,5.0,363,25,156,160,48,4,363,3,2,66.7,1,33.3,224,1103,521,8,8,0,3,1,245,4
Daniel Maldini,ITA,"MF,FW",Monza,Serie A,22,2001,14.5,584,13,70,287,242,41,584,72,30,41.7,37,51.4,388,2656,1287,41,31,10,36,31,426,66
Daniel Maldini,ITA,"FW,MF",Atalanta,Serie A,22,2001,2.9,140,4,10,63,68,24,140,18,6,33.3,10,55.6,95,663,301,12,8,10,8,5,113,30
Youssef Maleh,MAR,MF,Empoli,Serie A,25,1998,16.8,744,18,167,432,158,15,744,13,4,30.8,6,46.2,299,1114,557,10,11,1,25,10,419,37
Donyell Malen,NED,FW,Aston Villa,Premier League,25,1999,3.4,129,2,9,33,94,25,129,11,4,36.4,5,45.5,79,652,370,12,7,7,8,7,87,30
Donyell Malen,NED,"FW,MF",Dortmund,Bundesliga,25,1999,6.8,278,3,23,84,175,46,278,32,11,34.4,19,59.4,187,911,439,23,9,17,16,9,214,75
Ruslan Malinovskyi,UKR,"MF,FW",Genoa,Serie A,31,1993,4.3,242,6,43,134,66,0,242,4,3,75.0,1,25.0,151,711,244,3,9,0,7,5,163,10
Lennard Maloney,USA,MF,Heidenheim,Bundesliga,24,1999,8.4,378,38,183,174,23,5,378,4,1,25.0,3,75.0,147,492,206,1,1,0,11,1,161,0
Lennard Maloney,USA,MF,Mainz 05,Bundesliga,24,1999,0.3,28,3,9,17,2,0,28,0,0,,0,,5,25,14,1,0,0,1,1,6,0
Aaron Malouda,FRA,FW,Lille,Ligue 1,18,2005,0.0,0,0,0,0,0,0,0,0,0,,0,,1,3,0,0,0,0,0,1,1,0
